target_id,rep_id,product_id,fy,quarter,target_qty,target_value_inr
TGT-2024Q4-REP014-GI03,REP-014,PRD-GI-03,2024,Q4,405,49008
TGT-2024Q4-REP014-GI02,REP-014,PRD-GI-02,2024,Q4,405,49008
TGT-2025Q1-REP014-CARD01,REP-014,PRD-CARD-01,2025,Q1,323,90018
TGT-2025Q1-REP014-CARD03,REP-014,PRD-CARD-03,2025,Q1,77,41602
TGT-2025Q1-REP014-RESP03,REP-014,PRD-RESP-03,2025,Q1,296,54995
TGT-2025Q1-REP014-DIAB01,REP-014,PRD-DIAB-01,2025,Q1,501,47616
TGT-2025Q1-REP014-GI03,REP-014,PRD-GI-03,2025,Q1,40,17350
TGT-2025Q1-REP014-GI02,REP-014,PRD-GI-02,2025,Q1,279,48626
TGT-2025Q2-REP014-CARD01,REP-014,PRD-CARD-01,2025,Q2,323,90018
TGT-2025Q2-REP014-CARD03,REP-014,PRD-CARD-03,2025,Q2,77,41602
TGT-2025Q2-REP014-RESP03,REP-014,PRD-RESP-03,2025,Q2,296,54995
TGT-2025Q2-REP014-DIAB01,REP-014,PRD-DIAB-01,2025,Q2,501,47616
TGT-2025Q2-REP014-GI03,REP-014,PRD-GI-03,2025,Q2,40,17350
TGT-2025Q2-REP014-GI02,REP-014,PRD-GI-02,2025,Q2,279,48626
TGT-2025Q3-REP014-CARD01,REP-014,PRD-CARD-01,2025,Q3,323,90018
TGT-2025Q3-REP014-CARD03,REP-014,PRD-CARD-03,2025,Q3,77,41602
TGT-2025Q3-REP014-RESP03,REP-014,PRD-RESP-03,2025,Q3,296,54995
TGT-2025Q3-REP014-DIAB01,REP-014,PRD-DIAB-01,2025,Q3,501,47616
TGT-2025Q3-REP014-GI03,REP-014,PRD-GI-03,2025,Q3,40,17350
TGT-2025Q3-REP014-GI02,REP-014,PRD-GI-02,2025,Q3,279,48626
TGT-2025Q4-REP014-CARD01,REP-014,PRD-CARD-01,2025,Q4,323,90018
TGT-2025Q4-REP014-CARD03,REP-014,PRD-CARD-03,2025,Q4,77,41602
TGT-2025Q4-REP014-RESP03,REP-014,PRD-RESP-03,2025,Q4,296,54995
TGT-2025Q4-REP014-DIAB01,REP-014,PRD-DIAB-01,2025,Q4,501,47616
TGT-2025Q4-REP014-GI03,REP-014,PRD-GI-03,2025,Q4,40,17350
TGT-2025Q4-REP014-GI02,REP-014,PRD-GI-02,2025,Q4,279,48626
TGT-2024Q1-REP015-CARD02,REP-015,PRD-CARD-02,2024,Q1,577,127220
TGT-2024Q1-REP015-DIAB01,REP-015,PRD-DIAB-01,2024,Q1,435,41473
TGT-2024Q1-REP015-DIAB02,REP-015,PRD-DIAB-02,2024,Q1,568,214645
TGT-2024Q1-REP015-CARD01,REP-015,PRD-CARD-01,2024,Q1,632,174544
TGT-2024Q1-REP015-GI03,REP-015,PRD-GI-03,2024,Q1,438,52982
TGT-2024Q1-REP015-GI02,REP-015,PRD-GI-02,2024,Q1,590,102679
TGT-2024Q2-REP015-CARD02,REP-015,PRD-CARD-02,2024,Q2,577,127220
TGT-2024Q2-REP015-DIAB01,REP-015,PRD-DIAB-01,2024,Q2,435,41473
TGT-2024Q2-REP015-DIAB02,REP-015,PRD-DIAB-02,2024,Q2,568,214645
TGT-2024Q2-REP015-CARD01,REP-015,PRD-CARD-01,2024,Q2,632,174544
TGT-2024Q2-REP015-GI03,REP-015,PRD-GI-03,2024,Q2,438,52982
TGT-2024Q2-REP015-GI02,REP-015,PRD-GI-02,2024,Q2,590,102679
TGT-2024Q3-REP015-CARD02,REP-015,PRD-CARD-02,2024,Q3,577,127220
TGT-2024Q3-REP015-DIAB01,REP-015,PRD-DIAB-01,2024,Q3,435,41473
TGT-2024Q3-REP015-DIAB02,REP-015,PRD-DIAB-02,2024,Q3,568,214645
TGT-2024Q3-REP015-CARD01,REP-015,PRD-CARD-01,2024,Q3,632,174544
TGT-2024Q3-REP015-GI03,REP-015,PRD-GI-03,2024,Q3,438,52982
TGT-2024Q3-REP015-GI02,REP-015,PRD-GI-02,2024,Q3,590,102679
TGT-2024Q4-REP015-CARD02,REP-015,PRD-CARD-02,2024,Q4,577,127220
TGT-2024Q4-REP015-DIAB01,REP-015,PRD-DIAB-01,2024,Q4,435,41473
TGT-2024Q4-REP015-DIAB02,REP-015,PRD-DIAB-02,2024,Q4,568,214645
TGT-2024Q4-REP015-CARD01,REP-015,PRD-CARD-01,2024,Q4,632,174544
TGT-2024Q4-REP015-GI03,REP-015,PRD-GI-03,2024,Q4,438,52982
TGT-2024Q4-REP015-GI02,REP-015,PRD-GI-02,2024,Q4,590,102679
TGT-2025Q1-REP015-CARD02,REP-015,PRD-CARD-02,2025,Q1,434,96069
TGT-2025Q1-REP015-DIAB01,REP-015,PRD-DIAB-01,2025,Q1,577,54927
TGT-2025Q1-REP015-DIAB02,REP-015,PRD-DIAB-02,2025,Q1,403,154738
TGT-2025Q1-REP015-CARD01,REP-015,PRD-CARD-01,2025,Q1,397,111211
TGT-2025Q1-REP015-GI03,REP-015,PRD-GI-03,2025,Q1,66,28138
TGT-2025Q1-REP015-GI02,REP-015,PRD-GI-02,2025,Q1,186,32770
TGT-2025Q2-REP015-CARD02,REP-015,PRD-CARD-02,2025,Q2,434,96069
TGT-2025Q2-REP015-DIAB01,REP-015,PRD-DIAB-01,2025,Q2,577,54927
TGT-2025Q2-REP015-DIAB02,REP-015,PRD-DIAB-02,2025,Q2,403,154738
TGT-2025Q2-REP015-CARD01,REP-015,PRD-CARD-01,2025,Q2,397,111211
TGT-2025Q2-REP015-GI03,REP-015,PRD-GI-03,2025,Q2,66,28138
TGT-2025Q2-REP015-GI02,REP-015,PRD-GI-02,2025,Q2,186,32770
TGT-2025Q3-REP015-CARD02,REP-015,PRD-CARD-02,2025,Q3,434,96069
TGT-2025Q3-REP015-DIAB01,REP-015,PRD-DIAB-01,2025,Q3,577,54927
TGT-2025Q3-REP015-DIAB02,REP-015,PRD-DIAB-02,2025,Q3,403,154738
TGT-2025Q3-REP015-CARD01,REP-015,PRD-CARD-01,2025,Q3,397,111211
TGT-2025Q3-REP015-GI03,REP-015,PRD-GI-03,2025,Q3,66,28138
TGT-2025Q3-REP015-GI02,REP-015,PRD-GI-02,2025,Q3,186,32770
TGT-2025Q4-REP015-CARD02,REP-015,PRD-CARD-02,2025,Q4,434,96069
TGT-2025Q4-REP015-DIAB01,REP-015,PRD-DIAB-01,2025,Q4,577,54927
TGT-2025Q4-REP015-DIAB02,REP-015,PRD-DIAB-02,2025,Q4,403,154738
TGT-2025Q4-REP015-CARD01,REP-015,PRD-CARD-01,2025,Q4,397,111211
TGT-2025Q4-REP015-GI03,REP-015,PRD-GI-03,2025,Q4,66,28138
TGT-2025Q4-REP015-GI02,REP-015,PRD-GI-02,2025,Q4,186,32770
TGT-2024Q1-REP016-DIAB03,REP-016,PRD-DIAB-03,2024,Q1,535,127316
TGT-2024Q1-REP016-RESP02,REP-016,PRD-RESP-02,2024,Q1,398,99352
TGT-2024Q1-REP016-CARD01,REP-016,PRD-CARD-01,2024,Q1,653,180666
TGT-2024Q1-REP016-DIAB02,REP-016,PRD-DIAB-02,2024,Q1,620,236047
TGT-2024Q1-REP016-GI01,REP-016,PRD-GI-01,2024,Q1,470,33291
TGT-2024Q1-REP016-GI02,REP-016,PRD-GI-02,2024,Q1,486,83978
TGT-2024Q2-REP016-DIAB03,REP-016,PRD-DIAB-03,2024,Q2,535,127316
TGT-2024Q2-REP016-RESP02,REP-016,PRD-RESP-02,2024,Q2,398,99352
TGT-2024Q2-REP016-CARD01,REP-016,PRD-CARD-01,2024,Q2,653,180666
TGT-2024Q2-REP016-DIAB02,REP-016,PRD-DIAB-02,2024,Q2,620,236047
TGT-2024Q2-REP016-GI01,REP-016,PRD-GI-01,2024,Q2,470,33291
TGT-2024Q2-REP016-GI02,REP-016,PRD-GI-02,2024,Q2,486,83978
TGT-2024Q3-REP016-DIAB03,REP-016,PRD-DIAB-03,2024,Q3,535,127316
TGT-2024Q3-REP016-RESP02,REP-016,PRD-RESP-02,2024,Q3,398,99352
TGT-2024Q3-REP016-CARD01,REP-016,PRD-CARD-01,2024,Q3,653,180666
TGT-2024Q3-REP016-DIAB02,REP-016,PRD-DIAB-02,2024,Q3,620,236047
TGT-2024Q3-REP016-GI01,REP-016,PRD-GI-01,2024,Q3,470,33291
TGT-2024Q3-REP016-GI02,REP-016,PRD-GI-02,2024,Q3,486,83978
TGT-2024Q4-REP016-DIAB03,REP-016,PRD-DIAB-03,2024,Q4,535,127316
TGT-2024Q4-REP016-RESP02,REP-016,PRD-RESP-02,2024,Q4,398,99352
TGT-2024Q4-REP016-CARD01,REP-016,PRD-CARD-01,2024,Q4,653,180666
TGT-2024Q4-REP016-DIAB02,REP-016,PRD-DIAB-02,2024,Q4,620,236047
TGT-2024Q4-REP016-GI01,REP-016,PRD-GI-01,2024,Q4,470,33291
TGT-2024Q4-REP016-GI02,REP-016,PRD-GI-02,2024,Q4,486,83978
TGT-2025Q1-REP016-DIAB03,REP-016,PRD-DIAB-03,2025,Q1,19,18476
TGT-2025Q1-REP016-RESP02,REP-016,PRD-RESP-02,2025,Q1,374,94508
TGT-2025Q1-REP016-CARD01,REP-016,PRD-CARD-01,2025,Q1,433,118897
TGT-2025Q1-REP016-DIAB02,REP-016,PRD-DIAB-02,2025,Q1,522,197746
TGT-2025Q1-REP016-GI01,REP-016,PRD-GI-01,2025,Q1,271,19392
TGT-2025Q1-REP016-GI02,REP-016,PRD-GI-02,2025,Q1,325,55790
TGT-2025Q2-REP016-DIAB03,REP-016,PRD-DIAB-03,2025,Q2,19,18476
TGT-2025Q2-REP016-RESP02,REP-016,PRD-RESP-02,2025,Q2,374,94508
TGT-2025Q2-REP016-CARD01,REP-016,PRD-CARD-01,2025,Q2,433,118897
TGT-2025Q2-REP016-DIAB02,REP-016,PRD-DIAB-02,2025,Q2,522,197746
TGT-2025Q2-REP016-GI01,REP-016,PRD-GI-01,2025,Q2,271,19392
TGT-2025Q2-REP016-GI02,REP-016,PRD-GI-02,2025,Q2,325,55790
TGT-2025Q3-REP016-DIAB03,REP-016,PRD-DIAB-03,2025,Q3,19,18476
TGT-2025Q3-REP016-RESP02,REP-016,PRD-RESP-02,2025,Q3,374,94508
TGT-2025Q3-REP016-CARD01,REP-016,PRD-CARD-01,2025,Q3,433,118897
TGT-2025Q3-REP016-DIAB02,REP-016,PRD-DIAB-02,2025,Q3,522,197746
TGT-2025Q3-REP016-GI01,REP-016,PRD-GI-01,2025,Q3,271,19392
TGT-2025Q3-REP016-GI02,REP-016,PRD-GI-02,2025,Q3,325,55790
TGT-2025Q4-REP016-DIAB03,REP-016,PRD-DIAB-03,2025,Q4,19,18476
TGT-2025Q4-REP016-RESP02,REP-016,PRD-RESP-02,2025,Q4,374,94508
TGT-2025Q4-REP016-CARD01,REP-016,PRD-CARD-01,2025,Q4,433,118897
TGT-2025Q4-REP016-DIAB02,REP-016,PRD-DIAB-02,2025,Q4,522,197746
TGT-2025Q4-REP016-GI01,REP-016,PRD-GI-01,2025,Q4,271,19392
TGT-2025Q4-REP016-GI02,REP-016,PRD-GI-02,2025,Q4,325,55790
TGT-2024Q1-REP017-CARD02,REP-017,PRD-CARD-02,2024,Q1,609,135751
TGT-2024Q1-REP017-DIAB02,REP-017,PRD-DIAB-02,2024,Q1,623,236604
TGT-2024Q1-REP017-DIAB03,REP-017,PRD-DIAB-03,2024,Q1,494,117523
TGT-2024Q1-REP017-RESP02,REP-017,PRD-RESP-02,2024,Q1,312,78827
TGT-2024Q1-REP017-GI03,REP-017,PRD-GI-03,2024,Q1,351,42385
TGT-2024Q1-REP017-GI01,REP-017,PRD-GI-01,2024,Q1,400,28340
TGT-2024Q2-REP017-CARD02,REP-017,PRD-CARD-02,2024,Q2,609,135751
TGT-2024Q2-REP017-DIAB02,REP-017,PRD-DIAB-02,2024,Q2,623,236604
TGT-2024Q2-REP017-DIAB03,REP-017,PRD-DIAB-03,2024,Q2,494,117523
TGT-2024Q2-REP017-RESP02,REP-017,PRD-RESP-02,2024,Q2,312,78827
TGT-2024Q2-REP017-GI03,REP-017,PRD-GI-03,2024,Q2,351,42385
TGT-2024Q2-REP017-GI01,REP-017,PRD-GI-01,2024,Q2,400,28340
TGT-2024Q3-REP017-CARD02,REP-017,PRD-CARD-02,2024,Q3,609,135751
TGT-2024Q3-REP017-DIAB02,REP-017,PRD-DIAB-02,2024,Q3,623,236604
TGT-2024Q3-REP017-DIAB03,REP-017,PRD-DIAB-03,2024,Q3,494,117523
TGT-2024Q3-REP017-RESP02,REP-017,PRD-RESP-02,2024,Q3,312,78827
TGT-2024Q3-REP017-GI03,REP-017,PRD-GI-03,2024,Q3,351,42385
TGT-2024Q3-REP017-GI01,REP-017,PRD-GI-01,2024,Q3,400,28340
TGT-2024Q4-REP017-CARD02,REP-017,PRD-CARD-02,2024,Q4,609,135751
TGT-2024Q4-REP017-DIAB02,REP-017,PRD-DIAB-02,2024,Q4,623,236604
TGT-2024Q4-REP017-DIAB03,REP-017,PRD-DIAB-03,2024,Q4,494,117523
TGT-2024Q4-REP017-RESP02,REP-017,PRD-RESP-02,2024,Q4,312,78827
TGT-2024Q4-REP017-GI03,REP-017,PRD-GI-03,2024,Q4,351,42385
TGT-2024Q4-REP017-GI01,REP-017,PRD-GI-01,2024,Q4,400,28340
TGT-2025Q1-REP017-CARD02,REP-017,PRD-CARD-02,2025,Q1,362,80117
TGT-2025Q1-REP017-DIAB02,REP-017,PRD-DIAB-02,2025,Q1,555,209781
TGT-2025Q1-REP017-DIAB03,REP-017,PRD-DIAB-03,2025,Q1,10,3587
TGT-2025Q1-REP017-RESP02,REP-017,PRD-RESP-02,2025,Q1,165,41920
TGT-2025Q1-REP017-GI03,REP-017,PRD-GI-03,2025,Q1,24,9976
TGT-2025Q1-REP017-GI01,REP-017,PRD-GI-01,2025,Q1,370,26397
TGT-2025Q2-REP017-CARD02,REP-017,PRD-CARD-02,2025,Q2,362,80117
TGT-2025Q2-REP017-DIAB02,REP-017,PRD-DIAB-02,2025,Q2,555,209781
TGT-2025Q2-REP017-DIAB03,REP-017,PRD-DIAB-03,2025,Q2,10,3587
TGT-2025Q2-REP017-RESP02,REP-017,PRD-RESP-02,2025,Q2,165,41920
TGT-2025Q2-REP017-GI03,REP-017,PRD-GI-03,2025,Q2,24,9976
TGT-2025Q2-REP017-GI01,REP-017,PRD-GI-01,2025,Q2,370,26397
TGT-2025Q3-REP017-CARD02,REP-017,PRD-CARD-02,2025,Q3,362,80117
TGT-2025Q3-REP017-DIAB02,REP-017,PRD-DIAB-02,2025,Q3,555,209781
TGT-2025Q3-REP017-DIAB03,REP-017,PRD-DIAB-03,2025,Q3,10,3587
TGT-2025Q3-REP017-RESP02,REP-017,PRD-RESP-02,2025,Q3,165,41920
TGT-2025Q3-REP017-GI03,REP-017,PRD-GI-03,2025,Q3,24,9976
TGT-2025Q3-REP017-GI01,REP-017,PRD-GI-01,2025,Q3,370,26397
TGT-2025Q4-REP017-CARD02,REP-017,PRD-CARD-02,2025,Q4,362,80117
TGT-2025Q4-REP017-DIAB02,REP-017,PRD-DIAB-02,2025,Q4,555,209781
TGT-2025Q4-REP017-DIAB03,REP-017,PRD-DIAB-03,2025,Q4,10,3587
TGT-2025Q4-REP017-RESP02,REP-017,PRD-RESP-02,2025,Q4,165,41920
TGT-2025Q4-REP017-GI03,REP-017,PRD-GI-03,2025,Q4,24,9976
TGT-2025Q4-REP017-GI01,REP-017,PRD-GI-01,2025,Q4,370,26397
TGT-2024Q1-REP018-RESP03,REP-018,PRD-RESP-03,2024,Q1,357,67024
TGT-2024Q1-REP018-DIAB01,REP-018,PRD-DIAB-01,2024,Q1,725,69237
TGT-2024Q1-REP018-RESP01,REP-018,PRD-RESP-01,2024,Q1,536,63417
TGT-2024Q1-REP018-DIAB02,REP-018,PRD-DIAB-02,2024,Q1,644,245294
TGT-2024Q1-REP018-GI03,REP-018,PRD-GI-03,2024,Q1,394,47684
TGT-2024Q1-REP018-GI02,REP-018,PRD-GI-02,2024,Q1,524,91844
TGT-2024Q2-REP018-RESP03,REP-018,PRD-RESP-03,2024,Q2,357,67024
TGT-2024Q2-REP018-DIAB01,REP-018,PRD-DIAB-01,2024,Q2,725,69237
TGT-2024Q2-REP018-RESP01,REP-018,PRD-RESP-01,2024,Q2,536,63417
TGT-2024Q2-REP018-DIAB02,REP-018,PRD-DIAB-02,2024,Q2,644,245294
TGT-2024Q2-REP018-GI03,REP-018,PRD-GI-03,2024,Q2,394,47684
TGT-2024Q2-REP018-GI02,REP-018,PRD-GI-02,2024,Q2,524,91844
TGT-2024Q3-REP018-RESP03,REP-018,PRD-RESP-03,2024,Q3,357,67024
TGT-2024Q3-REP018-DIAB01,REP-018,PRD-DIAB-01,2024,Q3,725,69237
TGT-2024Q3-REP018-RESP01,REP-018,PRD-RESP-01,2024,Q3,536,63417
TGT-2024Q3-REP018-DIAB02,REP-018,PRD-DIAB-02,2024,Q3,644,245294
TGT-2024Q3-REP018-GI03,REP-018,PRD-GI-03,2024,Q3,394,47684
TGT-2024Q3-REP018-GI02,REP-018,PRD-GI-02,2024,Q3,524,91844
TGT-2024Q4-REP018-RESP03,REP-018,PRD-RESP-03,2024,Q4,357,67024
TGT-2024Q4-REP018-DIAB01,REP-018,PRD-DIAB-01,2024,Q4,725,69237
TGT-2024Q4-REP018-RESP01,REP-018,PRD-RESP-01,2024,Q4,536,63417
TGT-2024Q4-REP018-DIAB02,REP-018,PRD-DIAB-02,2024,Q4,644,245294
TGT-2024Q4-REP018-GI03,REP-018,PRD-GI-03,2024,Q4,394,47684
TGT-2024Q4-REP018-GI02,REP-018,PRD-GI-02,2024,Q4,524,91844
TGT-2025Q1-REP018-RESP03,REP-018,PRD-RESP-03,2025,Q1,288,53509
TGT-2025Q1-REP018-DIAB01,REP-018,PRD-DIAB-01,2025,Q1,377,35982
TGT-2025Q1-REP018-RESP01,REP-018,PRD-RESP-01,2025,Q1,307,36102
TGT-2025Q1-REP018-DIAB02,REP-018,PRD-DIAB-02,2025,Q1,476,182289
TGT-2025Q1-REP018-GI03,REP-018,PRD-GI-03,2025,Q1,36,15658
TGT-2025Q1-REP018-GI02,REP-018,PRD-GI-02,2025,Q1,268,46974
TGT-2025Q2-REP018-RESP03,REP-018,PRD-RESP-03,2025,Q2,288,53509
TGT-2025Q2-REP018-DIAB01,REP-018,PRD-DIAB-01,2025,Q2,377,35982
TGT-2025Q2-REP018-RESP01,REP-018,PRD-RESP-01,2025,Q2,307,36102
TGT-2025Q2-REP018-DIAB02,REP-018,PRD-DIAB-02,2025,Q2,476,182289
TGT-2025Q2-REP018-GI03,REP-018,PRD-GI-03,2025,Q2,36,15658
TGT-2025Q2-REP018-GI02,REP-018,PRD-GI-02,2025,Q2,268,46974
TGT-2025Q3-REP018-RESP03,REP-018,PRD-RESP-03,2025,Q3,288,53509
TGT-2025Q3-REP018-DIAB01,REP-018,PRD-DIAB-01,2025,Q3,377,35982
TGT-2025Q3-REP018-RESP01,REP-018,PRD-RESP-01,2025,Q3,307,36102
TGT-2025Q3-REP018-DIAB02,REP-018,PRD-DIAB-02,2025,Q3,476,182289
TGT-2025Q3-REP018-GI03,REP-018,PRD-GI-03,2025,Q3,36,15658
TGT-2025Q3-REP018-GI02,REP-018,PRD-GI-02,2025,Q3,268,46974
TGT-2025Q4-REP018-RESP03,REP-018,PRD-RESP-03,2025,Q4,288,53509
TGT-2025Q4-REP018-DIAB01,REP-018,PRD-DIAB-01,2025,Q4,377,35982
TGT-2025Q4-REP018-RESP01,REP-018,PRD-RESP-01,2025,Q4,307,36102
TGT-2025Q4-REP018-DIAB02,REP-018,PRD-DIAB-02,2025,Q4,476,182289
TGT-2025Q4-REP018-GI03,REP-018,PRD-GI-03,2025,Q4,36,15658
TGT-2025Q4-REP018-GI02,REP-018,PRD-GI-02,2025,Q4,268,46974
TGT-2024Q1-REP019-CARD02,REP-019,PRD-CARD-02,2024,Q1,484,107339
TGT-2024Q1-REP019-CARD03,REP-019,PRD-CARD-03,2024,Q1,478,119428
TGT-2024Q1-REP019-DIAB01,REP-019,PRD-DIAB-01,2024,Q1,526,50087
TGT-2024Q1-REP019-DIAB03,REP-019,PRD-DIAB-03,2024,Q1,489,116298
TGT-2024Q1-REP019-GI01,REP-019,PRD-GI-01,2024,Q1,430,30037
TGT-2024Q1-REP019-GI02,REP-019,PRD-GI-02,2024,Q1,421,72469
TGT-2024Q2-REP019-CARD02,REP-019,PRD-CARD-02,2024,Q2,484,107339
TGT-2024Q2-REP019-CARD03,REP-019,PRD-CARD-03,2024,Q2,478,119428
TGT-2024Q2-REP019-DIAB01,REP-019,PRD-DIAB-01,2024,Q2,526,50087
TGT-2024Q2-REP019-DIAB03,REP-019,PRD-DIAB-03,2024,Q2,489,116298
TGT-2024Q2-REP019-GI01,REP-019,PRD-GI-01,2024,Q2,430,30037
TGT-2024Q2-REP019-GI02,REP-019,PRD-GI-02,2024,Q2,421,72469
TGT-2024Q3-REP019-CARD02,REP-019,PRD-CARD-02,2024,Q3,484,107339
TGT-2024Q3-REP019-CARD03,REP-019,PRD-CARD-03,2024,Q3,478,119428
TGT-2024Q3-REP019-DIAB01,REP-019,PRD-DIAB-01,2024,Q3,526,50087
TGT-2024Q3-REP019-DIAB03,REP-019,PRD-DIAB-03,2024,Q3,489,116298
TGT-2024Q3-REP019-GI01,REP-019,PRD-GI-01,2024,Q3,430,30037
TGT-2024Q3-REP019-GI02,REP-019,PRD-GI-02,2024,Q3,421,72469
TGT-2024Q1-REP020-CARD02,REP-020,PRD-CARD-02,2024,Q1,341,75743
TGT-2024Q1-REP020-CARD03,REP-020,PRD-CARD-03,2024,Q1,488,121943
TGT-2024Q1-REP020-DIAB02,REP-020,PRD-DIAB-02,2024,Q1,566,216323
TGT-2024Q1-REP020-RESP01,REP-020,PRD-RESP-01,2024,Q1,247,29199
TGT-2024Q1-REP020-GI03,REP-020,PRD-GI-03,2024,Q1,354,42827
TGT-2024Q1-REP020-GI01,REP-020,PRD-GI-01,2024,Q1,317,22443
TGT-2024Q2-REP020-CARD02,REP-020,PRD-CARD-02,2024,Q2,341,75743
TGT-2024Q2-REP020-CARD03,REP-020,PRD-CARD-03,2024,Q2,488,121943
TGT-2024Q2-REP020-DIAB02,REP-020,PRD-DIAB-02,2024,Q2,566,216323
TGT-2024Q2-REP020-RESP01,REP-020,PRD-RESP-01,2024,Q2,247,29199
TGT-2024Q2-REP020-GI03,REP-020,PRD-GI-03,2024,Q2,354,42827
TGT-2024Q2-REP020-GI01,REP-020,PRD-GI-01,2024,Q2,317,22443
TGT-2024Q3-REP020-CARD02,REP-020,PRD-CARD-02,2024,Q3,341,75743
TGT-2024Q3-REP020-CARD03,REP-020,PRD-CARD-03,2024,Q3,488,121943
TGT-2024Q3-REP020-DIAB02,REP-020,PRD-DIAB-02,2024,Q3,566,216323
TGT-2024Q3-REP020-RESP01,REP-020,PRD-RESP-01,2024,Q3,247,29199
TGT-2024Q3-REP020-GI03,REP-020,PRD-GI-03,2024,Q3,354,42827
TGT-2024Q3-REP020-GI01,REP-020,PRD-GI-01,2024,Q3,317,22443
TGT-2024Q4-REP020-CARD02,REP-020,PRD-CARD-02,2024,Q4,341,75743
TGT-2024Q4-REP020-CARD03,REP-020,PRD-CARD-03,2024,Q4,488,121943
TGT-2024Q4-REP020-DIAB02,REP-020,PRD-DIAB-02,2024,Q4,566,216323
TGT-2024Q4-REP020-RESP01,REP-020,PRD-RESP-01,2024,Q4,247,29199
TGT-2024Q4-REP020-GI03,REP-020,PRD-GI-03,2024,Q4,354,42827
TGT-2024Q4-REP020-GI01,REP-020,PRD-GI-01,2024,Q4,317,22443
TGT-2025Q1-REP020-CARD02,REP-020,PRD-CARD-02,2025,Q1,436,96713
TGT-2025Q1-REP020-CARD03,REP-020,PRD-CARD-03,2025,Q1,40,21659
TGT-2025Q1-REP020-DIAB02,REP-020,PRD-DIAB-02,2025,Q1,494,189262
TGT-2025Q1-REP020-RESP01,REP-020,PRD-RESP-01,2025,Q1,234,27501
TGT-2025Q1-REP020-GI03,REP-020,PRD-GI-03,2025,Q1,54,23235
TGT-2025Q1-REP020-GI01,REP-020,PRD-GI-01,2025,Q1,244,17219
TGT-2025Q2-REP020-CARD02,REP-020,PRD-CARD-02,2025,Q2,436,96713
TGT-2025Q2-REP020-CARD03,REP-020,PRD-CARD-03,2025,Q2,40,21659
TGT-2025Q2-REP020-DIAB02,REP-020,PRD-DIAB-02,2025,Q2,494,189262
TGT-2025Q2-REP020-RESP01,REP-020,PRD-RESP-01,2025,Q2,234,27501
TGT-2025Q2-REP020-GI03,REP-020,PRD-GI-03,2025,Q2,54,23235
TGT-2025Q2-REP020-GI01,REP-020,PRD-GI-01,2025,Q2,244,17219
TGT-2025Q3-REP020-CARD02,REP-020,PRD-CARD-02,2025,Q3,436,96713
TGT-2025Q3-REP020-CARD03,REP-020,PRD-CARD-03,2025,Q3,40,21659
TGT-2025Q3-REP020-DIAB02,REP-020,PRD-DIAB-02,2025,Q3,494,189262
TGT-2025Q3-REP020-RESP01,REP-020,PRD-RESP-01,2025,Q3,234,27501
TGT-2025Q3-REP020-GI03,REP-020,PRD-GI-03,2025,Q3,54,23235
TGT-2025Q3-REP020-GI01,REP-020,PRD-GI-01,2025,Q3,244,17219
TGT-2024Q1-REP021-CARD01,REP-021,PRD-CARD-01,2024,Q1,528,144788
TGT-2024Q1-REP021-DIAB01,REP-021,PRD-DIAB-01,2024,Q1,564,53397
TGT-2024Q1-REP021-CARD03,REP-021,PRD-CARD-03,2024,Q1,574,143314
TGT-2024Q1-REP021-RESP01,REP-021,PRD-RESP-01,2024,Q1,362,42996
TGT-2024Q1-REP021-GI02,REP-021,PRD-GI-02,2024,Q1,373,65225
TGT-2024Q1-REP021-GI01,REP-021,PRD-GI-01,2024,Q1,448,31929
TGT-2024Q2-REP021-CARD01,REP-021,PRD-CARD-01,2024,Q2,528,144788
TGT-2024Q2-REP021-DIAB01,REP-021,PRD-DIAB-01,2024,Q2,564,53397
TGT-2024Q2-REP021-CARD03,REP-021,PRD-CARD-03,2024,Q2,574,143314
TGT-2024Q2-REP021-RESP01,REP-021,PRD-RESP-01,2024,Q2,362,42996
TGT-2024Q2-REP021-GI02,REP-021,PRD-GI-02,2024,Q2,373,65225
TGT-2024Q2-REP021-GI01,REP-021,PRD-GI-01,2024,Q2,448,31929
TGT-2024Q3-REP021-CARD01,REP-021,PRD-CARD-01,2024,Q3,528,144788
TGT-2024Q3-REP021-DIAB01,REP-021,PRD-DIAB-01,2024,Q3,564,53397
TGT-2024Q3-REP021-CARD03,REP-021,PRD-CARD-03,2024,Q3,574,143314
TGT-2024Q3-REP021-RESP01,REP-021,PRD-RESP-01,2024,Q3,362,42996
TGT-2024Q3-REP021-GI02,REP-021,PRD-GI-02,2024,Q3,373,65225
TGT-2024Q3-REP021-GI01,REP-021,PRD-GI-01,2024,Q3,448,31929
TGT-2024Q4-REP021-CARD01,REP-021,PRD-CARD-01,2024,Q4,528,144788
TGT-2024Q4-REP021-DIAB01,REP-021,PRD-DIAB-01,2024,Q4,564,53397
TGT-2024Q4-REP021-CARD03,REP-021,PRD-CARD-03,2024,Q4,574,143314
TGT-2024Q4-REP021-RESP01,REP-021,PRD-RESP-01,2024,Q4,362,42996
TGT-2024Q4-REP021-GI02,REP-021,PRD-GI-02,2024,Q4,373,65225
TGT-2024Q4-REP021-GI01,REP-021,PRD-GI-01,2024,Q4,448,31929
TGT-2025Q1-REP021-CARD01,REP-021,PRD-CARD-01,2025,Q1,528,145551
TGT-2025Q1-REP021-DIAB01,REP-021,PRD-DIAB-01,2025,Q1,453,43456
