invoice_id,distributor_id,rep_id,hcp_id,product_id,qty_packs,unit_price_inr,discount_pct,net_value_inr,invoice_date,channel
INV-20240110-021,DIST-026,REP-044,HCP-2546,PRD-RESP-01,41,127,0.11,4634,2024-01-10,Retail
INV-20240111-030,DIST-006,REP-039,HCP-2546,PRD-DIAB-02,71,408,0.07,26940,2024-01-11,Hospital
INV-20240130-021,DIST-032,REP-039,HCP-2549,PRD-DIAB-02,60,408,0.08,22521,2024-01-30,Stockist
INV-20240117-031,DIST-039,REP-027,HCP-2552,PRD-DIAB-01,59,102,0.10,5416,2024-01-17,Stockist
INV-20240118-033,DIST-024,REP-031,HCP-2552,PRD-DIAB-01,81,102,0.05,7848,2024-01-18,Hospital
INV-20240117-032,DIST-024,REP-040,HCP-2555,PRD-CARD-02,68,238,0.12,14241,2024-01-17,Hospital
INV-20240109-034,DIST-003,REP-050,HCP-2556,PRD-CARD-02,69,238,0.05,15600,2024-01-09,Retail
INV-20240115-038,DIST-023,REP-044,HCP-2557,PRD-CARD-02,43,238,0.03,9926,2024-01-15,Stockist
INV-20240117-033,DIST-011,REP-017,HCP-2561,PRD-DIAB-02,84,408,0.08,31530,2024-01-17,Hospital
INV-20240116-026,DIST-029,REP-017,HCP-2561,PRD-DIAB-02,40,408,0.04,15667,2024-01-16,Hospital
INV-20240127-015,DIST-007,REP-035,HCP-2580,PRD-GI-02,38,187,0.03,6892,2024-01-27,Retail
INV-20240102-031,DIST-035,REP-050,HCP-2581,PRD-GI-01,35,76,0.10,2394,2024-01-02,Retail
INV-20240116-027,DIST-038,REP-015,HCP-2588,PRD-RESP-02,45,272,0.11,10893,2024-01-16,Retail
INV-20240118-034,DIST-012,REP-049,HCP-2599,PRD-DIAB-02,14,408,0.06,5369,2024-01-18,Institution
INV-20240108-022,DIST-036,REP-046,HCP-2606,PRD-DIAB-02,21,408,0.03,8310,2024-01-08,Hospital
INV-20240105-027,DIST-007,REP-046,HCP-2606,PRD-CARD-02,27,238,0.08,5911,2024-01-05,Stockist
INV-20240119-023,DIST-006,REP-018,HCP-2617,PRD-CARD-02,46,238,0.05,10400,2024-01-19,Retail
INV-20240112-029,DIST-024,REP-018,HCP-2617,PRD-CARD-02,26,238,0.06,5816,2024-01-12,Stockist
INV-20240105-028,DIST-004,REP-035,HCP-2619,PRD-DIAB-02,29,408,0.03,11477,2024-01-05,Retail
INV-20240103-022,DIST-009,REP-035,HCP-2619,PRD-CARD-01,21,297,0.12,5488,2024-01-03,Retail
INV-20240124-014,DIST-026,REP-033,HCP-2622,PRD-GI-02,39,187,0.09,6636,2024-01-24,Stockist
INV-20240129-014,DIST-013,REP-030,HCP-2623,PRD-GI-01,38,76,0.04,2772,2024-01-29,Stockist
INV-20240112-030,DIST-013,REP-030,HCP-2623,PRD-DIAB-02,23,408,0.06,8820,2024-01-12,Retail
INV-20240116-028,DIST-012,REP-019,HCP-2624,PRD-DIAB-02,17,408,0.08,6381,2024-01-16,Stockist
INV-20240122-021,DIST-006,REP-027,HCP-2628,PRD-RESP-02,39,272,0.06,9971,2024-01-22,Stockist
INV-20240116-029,DIST-028,REP-027,HCP-2628,PRD-CARD-01,36,297,0.05,10157,2024-01-16,Retail
INV-20240108-023,DIST-038,REP-028,HCP-2629,PRD-DIAB-01,22,102,0.06,2109,2024-01-08,Stockist
INV-20240122-022,DIST-012,REP-028,HCP-2629,PRD-CARD-01,38,297,0.07,10495,2024-01-22,Stockist
INV-20240116-030,DIST-033,REP-043,HCP-2635,PRD-DIAB-02,72,408,0.09,26732,2024-01-16,Stockist
INV-20240105-029,DIST-022,REP-027,HCP-2657,PRD-RESP-02,84,272,0.05,21705,2024-01-05,Stockist
INV-20240130-022,DIST-007,REP-017,HCP-2657,PRD-CARD-01,76,297,0.08,20766,2024-01-30,Institution
INV-20240117-034,DIST-035,REP-043,HCP-2665,PRD-RESP-01,25,127,0.03,3079,2024-01-17,Hospital
INV-20240104-026,DIST-027,REP-045,HCP-2666,PRD-DIAB-01,44,102,0.09,4084,2024-01-04,Retail
INV-20240104-027,DIST-016,REP-024,HCP-2681,PRD-RESP-02,54,272,0.10,13219,2024-01-04,Stockist
INV-20240112-031,DIST-013,REP-036,HCP-2698,PRD-CARD-01,49,297,0.04,13970,2024-01-12,Stockist
INV-20240113-026,DIST-004,REP-015,HCP-2704,PRD-DIAB-01,23,102,0.07,2181,2024-01-13,Stockist
INV-20240119-024,DIST-022,REP-027,HCP-2704,PRD-DIAB-01,35,102,0.11,3177,2024-01-19,Stockist
INV-20240105-030,DIST-017,REP-043,HCP-2704,PRD-CARD-02,19,238,0.03,4386,2024-01-05,Stockist
INV-20240105-031,DIST-032,REP-031,HCP-2704,PRD-DIAB-02,84,408,0.09,31187,2024-01-05,Institution
INV-20240117-035,DIST-016,REP-046,HCP-2706,PRD-CARD-02,51,238,0.05,11531,2024-01-17,Institution
INV-20240125-020,DIST-036,REP-046,HCP-2706,PRD-DIAB-01,32,102,0.03,3166,2024-01-25,Hospital
INV-20240111-031,DIST-035,REP-050,HCP-2707,PRD-GI-02,10,187,0.05,1776,2024-01-11,Stockist
INV-20240102-032,DIST-016,REP-050,HCP-2707,PRD-DIAB-01,44,102,0.06,4218,2024-01-02,Retail
INV-20240112-032,DIST-003,REP-029,HCP-2724,PRD-GI-02,35,187,0.05,6217,2024-01-12,Institution
INV-20240103-023,DIST-003,REP-022,HCP-2727,PRD-GI-01,44,76,0.09,3043,2024-01-03,Hospital
INV-20240125-021,DIST-023,REP-015,HCP-2730,PRD-DIAB-02,37,408,0.08,13888,2024-01-25,Institution
INV-20240110-022,DIST-020,REP-015,HCP-2730,PRD-DIAB-02,13,408,0.10,4773,2024-01-10,Hospital
INV-20240119-025,DIST-009,REP-020,HCP-2740,PRD-DIAB-01,37,102,0.02,3698,2024-01-19,Hospital
INV-20240129-015,DIST-010,REP-050,HCP-2741,PRD-RESP-02,11,272,0.06,2812,2024-01-29,Hospital
INV-20240117-036,DIST-033,REP-031,HCP-2745,PRD-DIAB-02,20,408,0.04,7833,2024-01-17,Retail
INV-20240110-023,DIST-040,REP-035,HCP-2747,PRD-RESP-01,80,127,0.12,8940,2024-01-10,Hospital
INV-20240109-035,DIST-039,REP-035,HCP-2753,PRD-GI-02,79,187,0.08,13591,2024-01-09,Retail
INV-20240123-026,DIST-003,REP-018,HCP-2755,PRD-RESP-01,41,127,0.11,4634,2024-01-23,Retail
INV-20240124-015,DIST-005,REP-017,HCP-2755,PRD-DIAB-01,37,102,0.07,3509,2024-01-24,Institution
INV-20240123-027,DIST-017,REP-047,HCP-2757,PRD-GI-02,60,187,0.03,10883,2024-01-23,Stockist
INV-20240103-024,DIST-031,REP-016,HCP-2759,PRD-CARD-02,54,238,0.03,12466,2024-01-03,Stockist
INV-20240104-028,DIST-030,REP-016,HCP-2759,PRD-CARD-01,36,297,0.05,10157,2024-01-04,Hospital
INV-20240115-039,DIST-003,REP-045,HCP-2768,PRD-RESP-02,107,272,0.09,26484,2024-01-15,Institution
INV-20240129-016,DIST-003,REP-024,HCP-2775,PRD-DIAB-02,56,408,0.09,20791,2024-01-29,Institution
INV-20240120-027,DIST-035,REP-044,HCP-2776,PRD-GI-02,40,187,0.08,6881,2024-01-20,Retail
INV-20240123-028,DIST-031,REP-033,HCP-2779,PRD-DIAB-01,10,102,0.04,979,2024-01-23,Retail
INV-20240119-026,DIST-006,REP-033,HCP-2779,PRD-CARD-01,7,297,0.03,2016,2024-01-19,Stockist
INV-20240124-016,DIST-005,REP-016,HCP-2788,PRD-GI-01,18,76,0.09,1244,2024-01-24,Stockist
INV-20240113-027,DIST-039,REP-043,HCP-2791,PRD-DIAB-01,34,102,0.08,3190,2024-01-13,Hospital
INV-20240130-023,DIST-021,REP-037,HCP-2800,PRD-GI-01,45,76,0.03,3317,2024-01-30,Stockist
INV-20240116-031,DIST-032,REP-019,HCP-2804,PRD-RESP-01,53,127,0.11,5990,2024-01-16,Retail
INV-20240127-016,DIST-027,REP-019,HCP-2804,PRD-DIAB-01,88,102,0.06,8437,2024-01-27,Institution
INV-20240119-027,DIST-005,REP-047,HCP-2818,PRD-RESP-01,51,127,0.09,5894,2024-01-19,Stockist
INV-20240130-024,DIST-017,REP-031,HCP-2820,PRD-CARD-02,40,238,0.03,9234,2024-01-30,Institution
INV-20240112-033,DIST-029,REP-018,HCP-2825,PRD-DIAB-01,33,102,0.09,3063,2024-01-12,Stockist
INV-20240115-040,DIST-024,REP-039,HCP-2834,PRD-RESP-01,7,127,0.04,853,2024-01-15,Retail
INV-20240111-032,DIST-025,REP-039,HCP-2834,PRD-GI-01,19,76,0.09,1314,2024-01-11,Stockist
INV-20240111-033,DIST-024,REP-039,HCP-2834,PRD-CARD-02,5,238,0.06,1118,2024-01-11,Retail
INV-20240105-032,DIST-021,REP-039,HCP-2834,PRD-DIAB-01,15,102,0.09,1392,2024-01-05,Retail
INV-20240113-028,DIST-031,REP-043,HCP-2837,PRD-DIAB-02,34,408,0.08,12762,2024-01-13,Stockist
INV-20240112-034,DIST-021,REP-029,HCP-2838,PRD-RESP-01,38,127,0.12,4246,2024-01-12,Stockist
INV-20240111-034,DIST-012,REP-035,HCP-2842,PRD-GI-01,58,76,0.11,3923,2024-01-11,Stockist
INV-20240118-035,DIST-002,REP-039,HCP-2850,PRD-GI-01,74,76,0.03,5455,2024-01-18,Institution
INV-20240117-037,DIST-012,REP-050,HCP-2855,PRD-DIAB-01,42,102,0.09,3898,2024-01-17,Hospital
INV-20240130-025,DIST-004,REP-047,HCP-2862,PRD-RESP-02,60,272,0.09,14851,2024-01-30,Hospital
INV-20240113-029,DIST-036,REP-033,HCP-2863,PRD-GI-02,51,187,0.11,8487,2024-01-13,Retail
INV-20240120-028,DIST-038,REP-022,HCP-2864,PRD-DIAB-02,20,408,0.11,7262,2024-01-20,Retail
INV-20240119-028,DIST-002,REP-050,HCP-2866,PRD-DIAB-02,74,408,0.02,29588,2024-01-19,Stockist
INV-20240106-037,DIST-019,REP-046,HCP-2867,PRD-CARD-02,37,238,0.12,7749,2024-01-06,Stockist
INV-20240123-029,DIST-005,REP-044,HCP-2887,PRD-DIAB-01,63,102,0.03,6233,2024-01-23,Stockist
INV-20240117-038,DIST-019,REP-043,HCP-2888,PRD-CARD-01,66,297,0.03,19013,2024-01-17,Stockist
INV-20240103-025,DIST-015,REP-050,HCP-2889,PRD-DIAB-02,92,408,0.11,33407,2024-01-03,Retail
INV-20240118-036,DIST-008,REP-018,HCP-2894,PRD-RESP-01,42,127,0.03,5173,2024-01-18,Retail
INV-20240118-037,DIST-039,REP-018,HCP-2894,PRD-DIAB-01,13,102,0.04,1272,2024-01-18,Retail
INV-20240104-029,DIST-025,REP-021,HCP-2904,PRD-RESP-02,17,272,0.11,4115,2024-01-04,Hospital
INV-20240117-039,DIST-007,REP-038,HCP-2912,PRD-DIAB-01,46,102,0.09,4269,2024-01-17,Retail
INV-20240115-041,DIST-014,REP-039,HCP-2918,PRD-GI-02,43,187,0.04,7719,2024-01-15,Institution
INV-20240112-035,DIST-013,REP-024,HCP-2923,PRD-RESP-02,41,272,0.05,10594,2024-01-12,Stockist
INV-20240130-026,DIST-002,REP-024,HCP-2923,PRD-CARD-01,66,297,0.06,18425,2024-01-30,Institution
INV-20240117-040,DIST-025,REP-024,HCP-2923,PRD-DIAB-01,35,102,0.07,3320,2024-01-17,Hospital
INV-20240118-038,DIST-031,REP-024,HCP-2923,PRD-GI-01,27,76,0.11,1826,2024-01-18,Stockist
INV-20240104-030,DIST-001,REP-027,HCP-2927,PRD-DIAB-02,11,408,0.05,4263,2024-01-04,Stockist
INV-20240119-029,DIST-016,REP-034,HCP-2933,PRD-RESP-02,31,272,0.12,7420,2024-01-19,Retail
INV-20240103-026,DIST-039,REP-041,HCP-2943,PRD-GI-02,11,187,0.08,1892,2024-01-03,Retail
INV-20240124-017,DIST-017,REP-034,HCP-2944,PRD-DIAB-02,10,408,0.02,3998,2024-01-24,Retail
INV-20240118-039,DIST-012,REP-043,HCP-2950,PRD-RESP-01,65,127,0.11,7346,2024-01-18,Retail
INV-20240120-029,DIST-020,REP-049,HCP-2959,PRD-GI-02,29,187,0.04,5206,2024-01-20,Retail
INV-20240124-018,DIST-011,REP-040,HCP-2962,PRD-CARD-02,37,238,0.09,8013,2024-01-24,Stockist
INV-20240110-024,DIST-008,REP-039,HCP-2966,PRD-RESP-01,10,127,0.05,1206,2024-01-10,Hospital
INV-20240129-017,DIST-034,REP-048,HCP-2967,PRD-GI-01,61,76,0.07,4311,2024-01-29,Hospital
INV-20240117-041,DIST-005,REP-029,HCP-2968,PRD-DIAB-01,79,102,0.03,7816,2024-01-17,Hospital
INV-20240105-033,DIST-005,REP-038,HCP-2969,PRD-CARD-01,5,297,0.03,1440,2024-01-05,Hospital
INV-20240112-036,DIST-014,REP-046,HCP-2972,PRD-RESP-02,19,272,0.08,4754,2024-01-12,Retail
INV-20240124-019,DIST-031,REP-031,HCP-2976,PRD-RESP-02,49,272,0.07,12395,2024-01-24,Retail
INV-20240122-023,DIST-020,REP-020,HCP-2976,PRD-DIAB-01,56,102,0.04,5483,2024-01-22,Stockist
INV-20240105-034,DIST-027,REP-050,HCP-2984,PRD-DIAB-01,12,102,0.04,1175,2024-01-05,Retail
INV-20240120-030,DIST-010,REP-020,HCP-2987,PRD-CARD-02,19,238,0.09,4115,2024-01-20,Retail
INV-20240106-038,DIST-017,REP-050,HCP-2994,PRD-GI-01,38,76,0.04,2772,2024-01-06,Stockist
INV-20240104-031,DIST-021,REP-034,HCP-2995,PRD-RESP-02,69,272,0.11,16703,2024-01-04,Retail
INV-20240226-001,DIST-006,REP-020,HCP-0002,PRD-DIAB-01,5,102,0.04,489,2024-02-26,Institution
INV-20240222-001,DIST-034,REP-047,HCP-0003,PRD-CARD-02,55,238,0.10,11781,2024-02-22,Retail
INV-20240228-001,DIST-040,REP-015,HCP-0004,PRD-CARD-02,11,238,0.03,2539,2024-02-28,Stockist
INV-20240216-001,DIST-025,REP-030,HCP-0016,PRD-RESP-02,41,272,0.03,10817,2024-02-16,Retail
INV-20240205-001,DIST-037,REP-045,HCP-0017,PRD-DIAB-02,28,408,0.07,10624,2024-02-05,Hospital
INV-20240213-001,DIST-037,REP-025,HCP-0018,PRD-RESP-02,67,272,0.06,17130,2024-02-13,Hospital
INV-20240206-001,DIST-033,REP-049,HCP-0018,PRD-RESP-02,74,272,0.02,19725,2024-02-06,Stockist
INV-20240223-001,DIST-002,REP-020,HCP-0025,PRD-DIAB-02,31,408,0.05,12015,2024-02-23,Stockist
INV-20240202-001,DIST-012,REP-031,HCP-0030,PRD-CARD-01,37,297,0.10,9890,2024-02-02,Retail
INV-20240220-001,DIST-029,REP-029,HCP-0033,PRD-RESP-01,30,127,0.03,3695,2024-02-20,Stockist
INV-20240224-001,DIST-031,REP-022,HCP-0036,PRD-DIAB-01,1,102,0.07,94,2024-02-24,Retail
INV-20240213-002,DIST-040,REP-021,HCP-0037,PRD-GI-02,28,187,0.05,4974,2024-02-13,Retail
INV-20240214-001,DIST-030,REP-025,HCP-0039,PRD-CARD-02,35,238,0.07,7746,2024-02-14,Stockist
INV-20240206-002,DIST-011,REP-025,HCP-0039,PRD-CARD-01,62,297,0.03,17861,2024-02-06,Retail
INV-20240202-002,DIST-027,REP-038,HCP-0040,PRD-DIAB-02,55,408,0.10,20196,2024-02-02,Institution
INV-20240214-002,DIST-017,REP-050,HCP-0043,PRD-GI-01,10,76,0.11,676,2024-02-14,Hospital
INV-20240209-001,DIST-027,REP-022,HCP-0050,PRD-GI-01,19,76,0.05,1371,2024-02-09,Stockist
INV-20240213-003,DIST-032,REP-050,HCP-0053,PRD-GI-02,52,187,0.10,8751,2024-02-13,Hospital
INV-20240212-001,DIST-016,REP-034,HCP-0067,PRD-GI-02,13,187,0.09,2212,2024-02-12,Hospital
INV-20240224-002,DIST-007,REP-034,HCP-0067,PRD-GI-02,6,187,0.07,1043,2024-02-24,Institution
INV-20240220-002,DIST-031,REP-034,HCP-0067,PRD-DIAB-01,8,102,0.04,783,2024-02-20,Stockist
INV-20240223-002,DIST-024,REP-048,HCP-0068,PRD-CARD-01,24,297,0.05,6771,2024-02-23,Retail
INV-20240214-003,DIST-018,REP-025,HCP-0072,PRD-GI-01,33,76,0.08,2307,2024-02-14,Hospital
INV-20240214-004,DIST-027,REP-044,HCP-0073,PRD-DIAB-02,14,408,0.11,5083,2024-02-14,Hospital
INV-20240210-001,DIST-029,REP-044,HCP-0073,PRD-DIAB-02,30,408,0.05,11628,2024-02-10,Stockist
INV-20240215-001,DIST-012,REP-022,HCP-0078,PRD-GI-02,38,187,0.09,6466,2024-02-15,Retail
INV-20240212-002,DIST-037,REP-025,HCP-0081,PRD-CARD-02,85,238,0.06,19016,2024-02-12,Hospital
INV-20240226-002,DIST-004,REP-025,HCP-0081,PRD-DIAB-01,53,102,0.06,5081,2024-02-26,Hospital
INV-20240214-005,DIST-026,REP-041,HCP-0096,PRD-DIAB-02,15,408,0.04,5875,2024-02-14,Stockist
INV-20240227-001,DIST-026,REP-041,HCP-0100,PRD-RESP-01,59,127,0.04,7193,2024-02-27,Retail
INV-20240207-001,DIST-013,REP-047,HCP-0100,PRD-CARD-01,22,297,0.10,5880,2024-02-07,Retail
INV-20240217-001,DIST-012,REP-041,HCP-0100,PRD-CARD-01,30,297,0.07,8286,2024-02-17,Stockist
INV-20240201-001,DIST-027,REP-035,HCP-0103,PRD-RESP-01,40,127,0.12,4470,2024-02-01,Hospital
INV-20240217-002,DIST-030,REP-020,HCP-0108,PRD-RESP-01,43,127,0.10,4914,2024-02-17,Stockist
INV-20240212-003,DIST-040,REP-041,HCP-0110,PRD-DIAB-02,17,408,0.09,6311,2024-02-12,Retail
INV-20240201-002,DIST-029,REP-029,HCP-0113,PRD-RESP-02,66,272,0.09,16336,2024-02-01,Retail
INV-20240209-002,DIST-040,REP-016,HCP-0115,PRD-RESP-02,33,272,0.03,8706,2024-02-09,Institution
INV-20240221-001,DIST-033,REP-024,HCP-0116,PRD-DIAB-02,20,408,0.12,7180,2024-02-21,Hospital
INV-20240226-003,DIST-032,REP-046,HCP-0117,PRD-GI-01,20,76,0.05,1444,2024-02-26,Retail
INV-20240228-002,DIST-001,REP-039,HCP-0124,PRD-CARD-01,5,297,0.09,1351,2024-02-28,Stockist
INV-20240205-002,DIST-003,REP-038,HCP-0130,PRD-CARD-01,6,297,0.05,1692,2024-02-05,Hospital
INV-20240214-006,DIST-037,REP-024,HCP-0134,PRD-DIAB-01,38,102,0.12,3410,2024-02-14,Retail
INV-20240205-003,DIST-003,REP-038,HCP-0135,PRD-DIAB-02,73,408,0.11,26507,2024-02-05,Retail
INV-20240201-003,DIST-033,REP-038,HCP-0135,PRD-CARD-01,52,297,0.08,14208,2024-02-01,Institution
INV-20240213-004,DIST-012,REP-048,HCP-0138,PRD-GI-02,38,187,0.10,6395,2024-02-13,Retail
INV-20240209-003,DIST-017,REP-037,HCP-0144,PRD-CARD-01,1,297,0.11,264,2024-02-09,Hospital
INV-20240217-003,DIST-017,REP-017,HCP-0153,PRD-GI-02,68,187,0.09,11571,2024-02-17,Hospital
INV-20240212-004,DIST-012,REP-019,HCP-0153,PRD-CARD-01,75,297,0.10,20047,2024-02-12,Retail
INV-20240202-003,DIST-019,REP-033,HCP-0155,PRD-GI-02,5,187,0.03,906,2024-02-02,Stockist
INV-20240217-004,DIST-009,REP-022,HCP-0166,PRD-RESP-02,49,272,0.10,11995,2024-02-17,Hospital
INV-20240227-002,DIST-031,REP-024,HCP-0167,PRD-GI-02,34,187,0.09,5785,2024-02-27,Stockist
INV-20240216-002,DIST-028,REP-019,HCP-0179,PRD-RESP-02,45,272,0.04,11750,2024-02-16,Hospital
INV-20240209-004,DIST-010,REP-019,HCP-0179,PRD-GI-01,13,76,0.04,948,2024-02-09,Stockist
INV-20240208-001,DIST-010,REP-029,HCP-0182,PRD-RESP-01,87,127,0.12,9723,2024-02-08,Hospital
INV-20240228-003,DIST-009,REP-019,HCP-0184,PRD-DIAB-01,68,102,0.06,6519,2024-02-28,Retail
INV-20240205-004,DIST-039,REP-040,HCP-0188,PRD-DIAB-02,17,408,0.03,6727,2024-02-05,Retail
INV-20240222-002,DIST-019,REP-019,HCP-0189,PRD-DIAB-01,17,102,0.04,1664,2024-02-22,Retail
INV-20240213-005,DIST-010,REP-019,HCP-0189,PRD-DIAB-02,25,408,0.05,9690,2024-02-13,Stockist
INV-20240209-005,DIST-017,REP-020,HCP-0192,PRD-CARD-01,25,297,0.07,6905,2024-02-09,Hospital
INV-20240220-003,DIST-033,REP-028,HCP-0197,PRD-DIAB-01,9,102,0.06,862,2024-02-20,Institution
INV-20240201-004,DIST-007,REP-038,HCP-0198,PRD-GI-01,18,76,0.02,1340,2024-02-01,Stockist
INV-20240202-004,DIST-018,REP-038,HCP-0198,PRD-DIAB-02,52,408,0.03,20579,2024-02-02,Retail
INV-20240221-002,DIST-015,REP-033,HCP-0214,PRD-RESP-02,21,272,0.11,5083,2024-02-21,Stockist
INV-20240206-003,DIST-029,REP-034,HCP-0230,PRD-CARD-01,6,297,0.09,1621,2024-02-06,Hospital
INV-20240203-001,DIST-040,REP-044,HCP-0231,PRD-RESP-01,47,127,0.03,5789,2024-02-03,Retail
INV-20240220-004,DIST-019,REP-036,HCP-0234,PRD-RESP-02,47,272,0.06,12016,2024-02-20,Institution
INV-20240228-004,DIST-006,REP-043,HCP-0244,PRD-CARD-01,23,297,0.12,6011,2024-02-28,Hospital
INV-20240215-002,DIST-026,REP-048,HCP-0262,PRD-DIAB-02,20,408,0.06,7670,2024-02-15,Hospital
INV-20240219-001,DIST-030,REP-049,HCP-0266,PRD-GI-02,21,187,0.03,3809,2024-02-19,Hospital
INV-20240217-005,DIST-029,REP-049,HCP-0266,PRD-CARD-02,31,238,0.09,6713,2024-02-17,Stockist
INV-20240229-001,DIST-035,REP-043,HCP-0267,PRD-CARD-02,46,238,0.09,9962,2024-02-29,Institution
INV-20240229-002,DIST-028,REP-015,HCP-0271,PRD-DIAB-01,6,102,0.09,556,2024-02-29,Retail
INV-20240209-006,DIST-002,REP-015,HCP-0271,PRD-DIAB-02,4,408,0.11,1452,2024-02-09,Institution
INV-20240222-003,DIST-001,REP-035,HCP-0276,PRD-RESP-01,66,127,0.07,7795,2024-02-22,Retail
INV-20240213-006,DIST-024,REP-047,HCP-0284,PRD-DIAB-02,36,408,0.08,13512,2024-02-13,Retail
INV-20240223-003,DIST-006,REP-047,HCP-0284,PRD-DIAB-01,48,102,0.06,4602,2024-02-23,Institution
INV-20240206-004,DIST-034,REP-037,HCP-0300,PRD-DIAB-02,46,408,0.11,16703,2024-02-06,Retail
INV-20240212-005,DIST-034,REP-037,HCP-0300,PRD-CARD-02,10,238,0.05,2261,2024-02-12,Hospital
INV-20240227-003,DIST-019,REP-048,HCP-0308,PRD-GI-02,6,187,0.10,1009,2024-02-27,Stockist
INV-20240223-004,DIST-021,REP-020,HCP-0312,PRD-GI-01,71,76,0.10,4856,2024-02-23,Stockist
INV-20240209-007,DIST-012,REP-033,HCP-0314,PRD-CARD-01,36,297,0.12,9408,2024-02-09,Retail
INV-20240209-008,DIST-021,REP-017,HCP-0316,PRD-CARD-02,89,238,0.02,20758,2024-02-09,Stockist
INV-20240208-002,DIST-034,REP-027,HCP-0321,PRD-DIAB-02,67,408,0.07,25422,2024-02-08,Institution
INV-20240203-002,DIST-024,REP-020,HCP-0325,PRD-RESP-02,48,272,0.09,11880,2024-02-03,Stockist
INV-20240212-006,DIST-019,REP-018,HCP-0326,PRD-RESP-01,80,127,0.03,9855,2024-02-12,Institution
INV-20240224-003,DIST-038,REP-045,HCP-0328,PRD-GI-01,39,76,0.05,2815,2024-02-24,Hospital
INV-20240208-003,DIST-004,REP-037,HCP-0333,PRD-GI-02,100,187,0.07,17391,2024-02-08,Stockist
INV-20240209-009,DIST-024,REP-036,HCP-0334,PRD-RESP-01,65,127,0.07,7677,2024-02-09,Retail
INV-20240217-006,DIST-007,REP-015,HCP-0350,PRD-GI-01,21,76,0.10,1436,2024-02-17,Hospital
INV-20240222-004,DIST-040,REP-017,HCP-0353,PRD-RESP-02,19,272,0.12,4547,2024-02-22,Institution
INV-20240215-003,DIST-035,REP-016,HCP-0359,PRD-CARD-02,63,238,0.08,13794,2024-02-15,Institution
INV-20240224-004,DIST-012,REP-046,HCP-0371,PRD-GI-02,58,187,0.06,10195,2024-02-24,Institution
INV-20240215-004,DIST-037,REP-028,HCP-0373,PRD-RESP-01,28,127,0.10,3200,2024-02-15,Institution
INV-20240208-004,DIST-035,REP-028,HCP-0373,PRD-DIAB-01,14,102,0.03,1385,2024-02-08,Institution
INV-20240226-004,DIST-026,REP-021,HCP-0376,PRD-CARD-02,28,238,0.10,5997,2024-02-26,Stockist
INV-20240222-005,DIST-016,REP-034,HCP-0377,PRD-CARD-01,76,297,0.02,22120,2024-02-22,Stockist
INV-20240205-005,DIST-003,REP-015,HCP-0377,PRD-DIAB-02,44,408,0.08,16515,2024-02-05,Stockist
INV-20240212-007,DIST-007,REP-028,HCP-0378,PRD-RESP-02,65,272,0.10,15912,2024-02-12,Stockist
INV-20240206-005,DIST-008,REP-034,HCP-0378,PRD-DIAB-01,82,102,0.02,8196,2024-02-06,Retail
INV-20240203-003,DIST-023,REP-049,HCP-0380,PRD-GI-01,15,76,0.09,1037,2024-02-03,Institution
INV-20240222-006,DIST-025,REP-046,HCP-0384,PRD-DIAB-02,15,408,0.08,5630,2024-02-22,Institution
INV-20240213-007,DIST-032,REP-029,HCP-0389,PRD-DIAB-01,33,102,0.06,3164,2024-02-13,Institution
INV-20240205-006,DIST-018,REP-016,HCP-0394,PRD-CARD-02,89,238,0.11,18851,2024-02-05,Institution
INV-20240220-005,DIST-027,REP-036,HCP-0398,PRD-RESP-02,69,272,0.02,18392,2024-02-20,Retail
INV-20240227-004,DIST-010,REP-024,HCP-0407,PRD-CARD-02,44,238,0.07,9738,2024-02-27,Stockist
INV-20240224-005,DIST-013,REP-024,HCP-0407,PRD-DIAB-01,41,102,0.05,3972,2024-02-24,Retail
INV-20240213-008,DIST-032,REP-024,HCP-0407,PRD-RESP-02,16,272,0.09,3960,2024-02-13,Stockist
INV-20240210-002,DIST-004,REP-018,HCP-0411,PRD-DIAB-01,95,102,0.04,9302,2024-02-10,Retail
INV-20240219-002,DIST-034,REP-025,HCP-0413,PRD-CARD-02,45,238,0.12,9424,2024-02-19,Hospital
INV-20240223-005,DIST-005,REP-027,HCP-0415,PRD-GI-02,54,187,0.04,9694,2024-02-23,Hospital
INV-20240202-005,DIST-002,REP-035,HCP-0415,PRD-GI-02,85,187,0.04,15259,2024-02-02,Stockist
INV-20240222-007,DIST-001,REP-021,HCP-0418,PRD-DIAB-02,57,408,0.08,21395,2024-02-22,Stockist
INV-20240216-003,DIST-008,REP-038,HCP-0422,PRD-RESP-01,28,127,0.09,3235,2024-02-16,Retail
INV-20240219-003,DIST-033,REP-045,HCP-0423,PRD-GI-01,42,76,0.08,2936,2024-02-19,Retail
INV-20240220-006,DIST-002,REP-016,HCP-0424,PRD-DIAB-02,17,408,0.04,6658,2024-02-20,Hospital
INV-20240227-005,DIST-031,REP-016,HCP-0424,PRD-GI-02,31,187,0.08,5333,2024-02-27,Retail
INV-20240217-007,DIST-018,REP-016,HCP-0424,PRD-RESP-01,26,127,0.11,2938,2024-02-17,Stockist
INV-20240201-005,DIST-038,REP-037,HCP-0434,PRD-DIAB-02,12,408,0.07,4553,2024-02-01,Stockist
INV-20240214-007,DIST-036,REP-037,HCP-0434,PRD-GI-01,34,76,0.05,2454,2024-02-14,Hospital
