expense_id,rep_id,expense_date,category,amount_inr,reimbursed,policy_compliant,notes
EXP-20240516-001,REP-018,2024-05-16,Travel,1477,true,true,Train ticket
EXP-20240528-001,REP-018,2024-05-28,Food,708,true,true,Coffee meeting
EXP-20240525-002,REP-018,2024-05-25,Travel,572,true,true,Bus fare
EXP-20240602-001,REP-018,2024-06-02,Food,228,true,true,Working lunch
EXP-20240606-001,REP-018,2024-06-06,Mobile,672,true,true,Internet recharge
EXP-20240610-002,REP-018,2024-06-10,Samples,132,true,true,Product samples drop
EXP-20240614-002,REP-018,2024-06-14,Travel,1552,true,true,Cab to hospital
EXP-20240614-003,REP-018,2024-06-14,Travel,584,true,true,Train ticket
EXP-20240624-001,REP-018,2024-06-24,Samples,1266,true,true,Product samples drop
EXP-20240624-002,REP-018,2024-06-24,Travel,346,true,true,Cab to hospital
EXP-20240702-001,REP-018,2024-07-02,Travel,1906,true,true,Bus fare
EXP-20240629-001,REP-018,2024-06-29,Samples,84,true,true,Sample packs for HCP
EXP-20240706-001,REP-018,2024-07-06,Travel,1912,true,true,Cab to hospital
EXP-20240704-002,REP-018,2024-07-04,Travel,1953,true,true,Auto to clinic
EXP-20240717-002,REP-018,2024-07-17,Food,123,true,false,Team lunch with HCP
EXP-20240718-002,REP-018,2024-07-18,Mobile,222,true,true,Roaming charges
EXP-20240726-002,REP-018,2024-07-26,Food,193,true,true,Dinner with HCP
EXP-20240730-003,REP-018,2024-07-30,Food,194,true,true,Coffee meeting
EXP-20240801-002,REP-018,2024-08-01,Lodging,2904,true,true,Guest house — 2 nights
EXP-20240802-002,REP-018,2024-08-02,Mobile,543,true,true,Internet recharge
EXP-20240812-002,REP-018,2024-08-12,Food,703,true,true,Dinner with HCP
EXP-20240810-001,REP-018,2024-08-10,Travel,476,true,true,Fuel reimbursement
EXP-20240816-002,REP-018,2024-08-16,Travel,1273,true,true,Train ticket
EXP-20240819-002,REP-018,2024-08-19,Mobile,167,true,true,Roaming charges
EXP-20240828-002,REP-018,2024-08-28,Travel,1221,true,true,Fuel reimbursement
EXP-20240901-003,REP-018,2024-09-01,Food,123,true,true,Dinner with HCP
EXP-20240829-001,REP-018,2024-08-29,Travel,699,true,true,Bus fare
EXP-20240907-003,REP-018,2024-09-07,Samples,1433,true,true,Demo kit refill
EXP-20240912-002,REP-018,2024-09-12,Samples,727,true,true,Sample packs for HCP
EXP-20240917-001,REP-018,2024-09-17,Travel,899,true,true,Cab to hospital
EXP-20240923-002,REP-018,2024-09-23,Travel,1848,true,true,Cab to hospital
EXP-20240926-001,REP-018,2024-09-26,Food,263,true,false,Team lunch with HCP
EXP-20241008-001,REP-018,2024-10-08,Lodging,2186,true,true,Lodging — outstation visit
EXP-20241012-003,REP-018,2024-10-12,Mobile,345,false,true,Internet recharge
EXP-20241020-002,REP-018,2024-10-20,Travel,963,true,true,Cab to hospital
EXP-20241024-001,REP-018,2024-10-24,Travel,1578,true,true,Fuel reimbursement
EXP-20241028-001,REP-018,2024-10-28,Lodging,4899,true,false,Guest house — 2 nights
EXP-20241103-001,REP-018,2024-11-03,Mobile,720,true,true,Internet recharge
EXP-20241031-001,REP-018,2024-10-31,Food,122,false,true,Team lunch with HCP
EXP-20241111-001,REP-018,2024-11-11,Travel,1283,true,true,Bus fare
EXP-20241117-001,REP-018,2024-11-17,Travel,1630,true,true,Cab to hospital
EXP-20241126-001,REP-018,2024-11-26,Lodging,2854,true,true,Lodging — outstation visit
EXP-20241123-002,REP-018,2024-11-23,Travel,1110,true,true,Bus fare
EXP-20241128-002,REP-018,2024-11-28,Mobile,562,true,true,Roaming charges
EXP-20241209-002,REP-018,2024-12-09,Conference,4433,true,true,Conference registration
EXP-20241205-002,REP-018,2024-12-05,Lodging,3542,false,true,Lodging — outstation visit
EXP-20241215-002,REP-018,2024-12-15,Travel,348,true,true,Train ticket
EXP-20241220-002,REP-018,2024-12-20,Conference,792,true,true,Doctor meet sponsorship
EXP-20241224-002,REP-018,2024-12-24,Samples,122,true,true,Sample packs for HCP
EXP-20250101-001,REP-018,2025-01-01,Travel,1648,true,true,Train ticket
EXP-20241230-002,REP-018,2024-12-30,Lodging,3822,true,true,Hotel stay — field trip
EXP-20250108-004,REP-018,2025-01-08,Travel,1059,true,true,Bus fare
EXP-20250102-001,REP-018,2025-01-02,Travel,690,true,true,Fuel reimbursement
EXP-20250114-001,REP-018,2025-01-14,Food,717,true,true,Working lunch
EXP-20250119-002,REP-018,2025-01-19,Lodging,2236,true,true,Guest house — 2 nights
EXP-20250118-003,REP-018,2025-01-18,Mobile,788,false,true,Internet recharge
EXP-20250125-001,REP-018,2025-01-25,Mobile,598,true,true,Internet recharge
EXP-20250123-003,REP-018,2025-01-23,Travel,1952,true,true,Cab to hospital
EXP-20250205-001,REP-018,2025-02-05,Food,133,true,true,Dinner with HCP
EXP-20250203-003,REP-018,2025-02-03,Food,346,true,true,Working lunch
EXP-20250209-002,REP-018,2025-02-09,Travel,1062,true,true,Cab to hospital
EXP-20250212-001,REP-018,2025-02-12,Samples,756,true,true,Sample packs for HCP
EXP-20250213-001,REP-018,2025-02-13,Travel,1185,true,true,Auto to clinic
EXP-20250220-003,REP-018,2025-02-20,Lodging,3874,true,true,Lodging — outstation visit
EXP-20250302-001,REP-018,2025-03-02,Travel,343,true,false,Fuel reimbursement
EXP-20250311-001,REP-018,2025-03-11,Travel,1655,true,true,Bus fare
EXP-20250315-003,REP-018,2025-03-15,Samples,902,true,true,Product samples drop
EXP-20250317-002,REP-018,2025-03-17,Travel,1752,true,true,Bus fare
EXP-20250320-004,REP-018,2025-03-20,Travel,276,true,true,Fuel reimbursement
EXP-20250325-001,REP-018,2025-03-25,Conference,1109,true,true,Doctor meet sponsorship
EXP-20250329-001,REP-018,2025-03-29,Samples,654,true,true,Sample packs for HCP
EXP-20250329-002,REP-018,2025-03-29,Food,462,true,true,Coffee meeting
EXP-20250406-003,REP-018,2025-04-06,Other,56,true,true,Misc expense
EXP-20250405-003,REP-018,2025-04-05,Mobile,781,true,true,Roaming charges
EXP-20250415-001,REP-018,2025-04-15,Travel,392,true,true,Bus fare
EXP-20250413-002,REP-018,2025-04-13,Travel,1034,true,true,Cab to hospital
EXP-20250418-001,REP-018,2025-04-18,Samples,97,true,true,Product samples drop
EXP-20250421-001,REP-018,2025-04-21,Food,356,true,true,Coffee meeting
EXP-20250427-001,REP-018,2025-04-27,Food,769,true,true,Coffee meeting
EXP-20250429-003,REP-018,2025-04-29,Samples,382,true,true,Demo kit refill
EXP-20250502-002,REP-018,2025-05-02,Food,455,true,true,Snacks for meeting
EXP-20250512-003,REP-018,2025-05-12,Travel,1364,true,true,Cab to hospital
EXP-20250509-002,REP-018,2025-05-09,Food,270,true,true,Snacks for meeting
EXP-20250515-003,REP-018,2025-05-15,Travel,1262,true,true,Bus fare
EXP-20250528-003,REP-018,2025-05-28,Travel,213,true,true,Cab to hospital
EXP-20250603-002,REP-018,2025-06-03,Travel,1663,true,true,Cab to hospital
EXP-20250529-001,REP-018,2025-05-29,Food,680,true,true,Team lunch with HCP
EXP-20250608-001,REP-018,2025-06-08,Travel,1364,true,true,Cab to hospital
EXP-20250606-002,REP-018,2025-06-06,Travel,378,true,true,Auto to clinic
EXP-20250615-004,REP-018,2025-06-15,Travel,314,true,true,Auto to clinic
EXP-20250623-002,REP-018,2025-06-23,Travel,428,true,true,Bus fare
EXP-20250702-002,REP-018,2025-07-02,Food,210,true,true,Working lunch
EXP-20250630-002,REP-018,2025-06-30,Food,185,true,true,Coffee meeting
EXP-20250707-001,REP-018,2025-07-07,Food,675,true,true,Coffee meeting
EXP-20250712-003,REP-018,2025-07-12,Food,240,true,true,Coffee meeting
EXP-20250723-001,REP-018,2025-07-23,Food,614,true,true,Working lunch
EXP-20250720-002,REP-018,2025-07-20,Travel,1763,false,true,Bus fare
EXP-20250725-002,REP-018,2025-07-25,Food,640,true,false,Coffee meeting
EXP-20250726-001,REP-018,2025-07-26,Travel,748,true,true,Cab to hospital
EXP-20250804-003,REP-018,2025-08-04,Mobile,406,true,true,Roaming charges
EXP-20250806-002,REP-018,2025-08-06,Food,218,false,true,Team lunch with HCP
EXP-20250809-002,REP-018,2025-08-09,Travel,1874,true,true,Fuel reimbursement
EXP-20250810-002,REP-018,2025-08-10,Food,796,true,true,Snacks for meeting
EXP-20250818-002,REP-018,2025-08-18,Travel,1157,true,true,Bus fare
EXP-20250814-001,REP-018,2025-08-14,Travel,1002,true,true,Train ticket
EXP-20250823-002,REP-018,2025-08-23,Travel,1601,false,true,Fuel reimbursement
EXP-20250830-002,REP-018,2025-08-30,Travel,743,true,true,Auto to clinic
EXP-20250910-001,REP-018,2025-09-10,Travel,1312,true,true,Bus fare
EXP-20250905-002,REP-018,2025-09-05,Travel,1947,true,true,Train ticket
EXP-20250912-003,REP-018,2025-09-12,Food,252,true,true,Coffee meeting
EXP-20250913-002,REP-018,2025-09-13,Food,339,true,true,Coffee meeting
EXP-20250922-002,REP-018,2025-09-22,Samples,937,false,true,Sample packs for HCP
EXP-20250919-003,REP-018,2025-09-19,Conference,2193,true,true,Doctor meet sponsorship
EXP-20250926-001,REP-018,2025-09-26,Food,630,true,true,Working lunch
EXP-20251008-002,REP-018,2025-10-08,Food,597,true,true,Dinner with HCP
EXP-20251009-003,REP-018,2025-10-09,Lodging,2157,true,true,Hotel stay — field trip
EXP-20251017-002,REP-018,2025-10-17,Samples,499,true,true,Product samples drop
EXP-20251019-001,REP-018,2025-10-19,Food,230,true,false,Working lunch
EXP-20251023-003,REP-018,2025-10-23,Travel,1215,false,true,Bus fare
EXP-20251031-003,REP-018,2025-10-31,Travel,1498,true,true,Auto to clinic
EXP-20251112-002,REP-018,2025-11-12,Samples,1435,true,true,Sample packs for HCP
EXP-20251111-001,REP-018,2025-11-11,Lodging,3058,false,true,Lodging — outstation visit
EXP-20251119-004,REP-018,2025-11-19,Travel,1378,true,true,Fuel reimbursement
EXP-20251122-001,REP-018,2025-11-22,Food,312,true,true,Team lunch with HCP
EXP-20251128-002,REP-018,2025-11-28,Food,333,true,true,Dinner with HCP
EXP-20251204-002,REP-018,2025-12-04,Travel,1185,true,true,Cab to hospital
EXP-20251208-002,REP-018,2025-12-08,Travel,224,true,true,Fuel reimbursement
EXP-20251211-001,REP-018,2025-12-11,Food,284,true,true,Team lunch with HCP
EXP-20251221-001,REP-018,2025-12-21,Samples,491,true,true,Demo kit refill
EXP-20251226-001,REP-018,2025-12-26,Travel,503,true,true,Fuel reimbursement
EXP-20260101-003,REP-018,2026-01-01,Mobile,356,true,true,Internet recharge
EXP-20260112-002,REP-018,2026-01-12,Travel,1170,true,true,Fuel reimbursement
EXP-20260111-001,REP-018,2026-01-11,Food,168,true,true,Snacks for meeting
EXP-20260118-001,REP-018,2026-01-18,Travel,563,true,true,Cab to hospital
EXP-20260121-001,REP-018,2026-01-21,Food,493,true,true,Snacks for meeting
EXP-20260126-001,REP-018,2026-01-26,Food,427,true,true,Team lunch with HCP
EXP-20260127-002,REP-018,2026-01-27,Travel,1261,true,true,Train ticket
EXP-20260202-003,REP-018,2026-02-02,Travel,1262,true,true,Bus fare
EXP-20260206-001,REP-018,2026-02-06,Travel,925,true,true,Cab to hospital
EXP-20260213-001,REP-018,2026-02-13,Travel,1373,true,true,Fuel reimbursement
EXP-20260216-001,REP-018,2026-02-16,Lodging,2431,true,true,Lodging — outstation visit
EXP-20260224-002,REP-018,2026-02-24,Mobile,375,true,true,Roaming charges
EXP-20260227-002,REP-018,2026-02-27,Lodging,3696,true,true,Lodging — outstation visit
EXP-20260227-003,REP-018,2026-02-27,Travel,1530,true,false,Cab to hospital
EXP-20260308-002,REP-018,2026-03-08,Food,558,false,true,Snacks for meeting
EXP-20260315-002,REP-018,2026-03-15,Travel,1519,false,true,Bus fare
EXP-20260316-003,REP-018,2026-03-16,Travel,1280,true,true,Auto to clinic
EXP-20260325-001,REP-018,2026-03-25,Travel,695,false,true,Auto to clinic
EXP-20260328-003,REP-018,2026-03-28,Lodging,1872,false,true,Hotel stay — field trip
EXP-20230403-002,REP-019,2023-04-03,Food,184,true,true,Working lunch
EXP-20230410-002,REP-019,2023-04-10,Food,760,true,true,Team lunch with HCP
EXP-20230419-002,REP-019,2023-04-19,Travel,556,true,true,Bus fare
EXP-20230423-001,REP-019,2023-04-23,Travel,666,true,true,Cab to hospital
EXP-20230426-002,REP-019,2023-04-26,Food,460,true,true,Snacks for meeting
EXP-20230501-002,REP-019,2023-05-01,Travel,367,true,true,Bus fare
EXP-20230509-001,REP-019,2023-05-09,Samples,738,true,true,Sample packs for HCP
EXP-20230509-002,REP-019,2023-05-09,Mobile,373,true,true,Internet recharge
EXP-20230515-001,REP-019,2023-05-15,Travel,479,true,true,Bus fare
EXP-20230525-002,REP-019,2023-05-25,Samples,120,true,true,Product samples drop
EXP-20230522-003,REP-019,2023-05-22,Travel,792,true,true,Auto to clinic
EXP-20230530-002,REP-019,2023-05-30,Samples,869,true,true,Product samples drop
EXP-20230531-003,REP-019,2023-05-31,Lodging,3917,true,true,Lodging — outstation visit
EXP-20230607-001,REP-019,2023-06-07,Travel,1119,true,true,Cab to hospital
EXP-20230606-002,REP-019,2023-06-06,Food,549,true,true,Dinner with HCP
EXP-20230609-001,REP-019,2023-06-09,Travel,1371,true,true,Bus fare
EXP-20230620-001,REP-019,2023-06-20,Travel,1861,true,true,Cab to hospital
EXP-20230617-002,REP-019,2023-06-17,Travel,1077,true,true,Fuel reimbursement
EXP-20230628-002,REP-019,2023-06-28,Travel,1931,true,true,Train ticket
EXP-20230626-001,REP-019,2023-06-26,Travel,767,true,true,Fuel reimbursement
EXP-20230630-001,REP-019,2023-06-30,Food,498,true,true,Working lunch
EXP-20230701-003,REP-019,2023-07-01,Travel,525,true,false,Train ticket
EXP-20230708-001,REP-019,2023-07-08,Samples,1252,false,true,Sample packs for HCP
EXP-20230720-002,REP-019,2023-07-20,Food,299,true,true,Coffee meeting
EXP-20230726-003,REP-019,2023-07-26,Travel,1648,true,true,Train ticket
EXP-20230726-004,REP-019,2023-07-26,Food,304,true,true,Working lunch
EXP-20230729-001,REP-019,2023-07-29,Food,186,true,true,Working lunch
EXP-20230803-002,REP-019,2023-08-03,Travel,1572,true,true,Fuel reimbursement
EXP-20230806-001,REP-019,2023-08-06,Travel,873,false,true,Train ticket
EXP-20230808-001,REP-019,2023-08-08,Lodging,1558,true,true,Guest house — 2 nights
EXP-20230813-002,REP-019,2023-08-13,Travel,1892,true,true,Train ticket
EXP-20230823-001,REP-019,2023-08-23,Travel,928,true,false,Fuel reimbursement
EXP-20230823-002,REP-019,2023-08-23,Lodging,3528,true,true,Lodging — outstation visit
EXP-20230828-001,REP-019,2023-08-28,Travel,283,true,true,Cab to hospital
EXP-20230826-002,REP-019,2023-08-26,Food,747,true,true,Dinner with HCP
EXP-20230904-001,REP-019,2023-09-04,Food,605,true,true,Working lunch
EXP-20230902-001,REP-019,2023-09-02,Travel,353,true,true,Bus fare
EXP-20230911-002,REP-019,2023-09-11,Food,384,true,true,Dinner with HCP
EXP-20230914-001,REP-019,2023-09-14,Travel,541,true,true,Cab to hospital
EXP-20230920-001,REP-019,2023-09-20,Food,723,true,false,Coffee meeting
EXP-20230915-001,REP-019,2023-09-15,Food,772,true,true,Dinner with HCP
EXP-20230924-001,REP-019,2023-09-24,Travel,1908,true,true,Bus fare
EXP-20230927-002,REP-019,2023-09-27,Food,486,true,true,Snacks for meeting
EXP-20230929-003,REP-019,2023-09-29,Lodging,2187,false,true,Hotel stay — field trip
EXP-20231011-002,REP-019,2023-10-11,Food,566,false,true,Dinner with HCP
EXP-20231009-001,REP-019,2023-10-09,Food,745,true,true,Team lunch with HCP
EXP-20231013-002,REP-019,2023-10-13,Samples,200,true,true,Product samples drop
EXP-20231017-002,REP-019,2023-10-17,Food,601,true,true,Dinner with HCP
EXP-20231026-004,REP-019,2023-10-26,Travel,235,true,true,Bus fare
EXP-20231026-005,REP-019,2023-10-26,Lodging,2304,true,true,Hotel stay — field trip
EXP-20231027-001,REP-019,2023-10-27,Food,402,true,true,Working lunch
EXP-20231029-002,REP-019,2023-10-29,Travel,601,true,true,Cab to hospital
EXP-20231109-003,REP-019,2023-11-09,Food,408,true,true,Coffee meeting
EXP-20231110-002,REP-019,2023-11-10,Samples,784,true,true,Sample packs for HCP
EXP-20231119-004,REP-019,2023-11-19,Samples,234,true,true,Product samples drop
EXP-20231130-004,REP-019,2023-11-30,Lodging,1828,true,true,Lodging — outstation visit
EXP-20231204-004,REP-019,2023-12-04,Other,1739,true,true,Printing materials
EXP-20231205-001,REP-019,2023-12-05,Travel,1985,true,true,Cab to hospital
EXP-20231209-001,REP-019,2023-12-09,Travel,482,true,true,Fuel reimbursement
EXP-20231215-002,REP-019,2023-12-15,Travel,1150,true,true,Cab to hospital
EXP-20231219-002,REP-019,2023-12-19,Lodging,3534,true,true,Lodging — outstation visit
EXP-20231222-002,REP-019,2023-12-22,Food,222,true,true,Working lunch
EXP-20231225-002,REP-019,2023-12-25,Travel,1807,true,true,Auto to clinic
EXP-20240101-003,REP-019,2024-01-01,Food,155,true,true,Dinner with HCP
EXP-20240108-001,REP-019,2024-01-08,Travel,630,true,true,Train ticket
EXP-20240106-003,REP-019,2024-01-06,Travel,257,true,true,Fuel reimbursement
EXP-20240112-002,REP-019,2024-01-12,Lodging,2245,true,true,Hotel stay — field trip
EXP-20240121-002,REP-019,2024-01-21,Conference,554,true,false,Doctor meet sponsorship
EXP-20240201-003,REP-019,2024-02-01,Lodging,2096,false,true,Hotel stay — field trip
EXP-20240127-001,REP-019,2024-01-27,Food,279,false,true,Team lunch with HCP
EXP-20240206-002,REP-019,2024-02-06,Food,704,true,true,Coffee meeting
EXP-20240208-001,REP-019,2024-02-08,Mobile,452,false,true,Roaming charges
EXP-20240209-002,REP-019,2024-02-09,Mobile,394,true,true,Internet recharge
EXP-20240222-002,REP-019,2024-02-22,Mobile,436,false,true,Mobile bill
EXP-20240216-004,REP-019,2024-02-16,Travel,440,true,true,Bus fare
EXP-20240224-001,REP-019,2024-02-24,Travel,1362,true,true,Bus fare
EXP-20240303-001,REP-019,2024-03-03,Lodging,2199,true,true,Hotel stay — field trip
EXP-20240308-001,REP-019,2024-03-08,Samples,107,true,true,Product samples drop
EXP-20240321-001,REP-019,2024-03-21,Food,288,false,true,Team lunch with HCP
EXP-20240328-001,REP-019,2024-03-28,Conference,1699,true,true,Conference registration
EXP-20240329-002,REP-019,2024-03-29,Travel,1403,true,true,Cab to hospital
EXP-20240329-003,REP-019,2024-03-29,Travel,1391,false,true,Auto to clinic
EXP-20240407-003,REP-019,2024-04-07,Travel,1450,true,true,Bus fare
EXP-20240415-002,REP-019,2024-04-15,Lodging,2071,true,true,Lodging — outstation visit
EXP-20240423-002,REP-019,2024-04-23,Mobile,365,true,true,Mobile bill
EXP-20240420-002,REP-019,2024-04-20,Travel,1711,true,true,Bus fare
EXP-20240502-002,REP-019,2024-05-02,Food,577,true,true,Team lunch with HCP
EXP-20240508-001,REP-019,2024-05-08,Food,585,true,true,Coffee meeting
EXP-20240515-001,REP-019,2024-05-15,Travel,292,true,true,Cab to hospital
EXP-20240523-001,REP-019,2024-05-23,Lodging,3129,true,true,Hotel stay — field trip
EXP-20240530-001,REP-019,2024-05-30,Food,543,true,true,Coffee meeting
EXP-20240603-001,REP-019,2024-06-03,Travel,776,true,true,Auto to clinic
EXP-20240605-002,REP-019,2024-06-05,Food,583,true,true,Team lunch with HCP
EXP-20240607-002,REP-019,2024-06-07,Food,494,true,true,Dinner with HCP
EXP-20240607-003,REP-019,2024-06-07,Travel,1174,true,true,Fuel reimbursement
EXP-20240617-002,REP-019,2024-06-17,Travel,1414,true,true,Auto to clinic
EXP-20240616-003,REP-019,2024-06-16,Food,422,true,true,Coffee meeting
EXP-20240624-003,REP-019,2024-06-24,Travel,1152,true,true,Cab to hospital
EXP-20240627-001,REP-019,2024-06-27,Travel,734,true,true,Auto to clinic
EXP-20240702-002,REP-019,2024-07-02,Food,122,true,true,Dinner with HCP
EXP-20240711-001,REP-019,2024-07-11,Travel,723,true,true,Auto to clinic
EXP-20240712-001,REP-019,2024-07-12,Food,238,false,false,Working lunch
EXP-20240725-001,REP-019,2024-07-25,Food,380,true,true,Dinner with HCP
EXP-20240725-002,REP-019,2024-07-25,Travel,872,true,true,Cab to hospital
EXP-20240728-002,REP-019,2024-07-28,Travel,1844,true,true,Bus fare
EXP-20240726-003,REP-019,2024-07-26,Food,307,true,true,Working lunch
EXP-20240803-001,REP-019,2024-08-03,Samples,1338,true,false,Product samples drop
EXP-20240802-003,REP-019,2024-08-02,Food,137,true,true,Snacks for meeting
EXP-20240815-003,REP-019,2024-08-15,Mobile,217,false,true,Mobile bill
EXP-20240810-002,REP-019,2024-08-10,Travel,1649,true,true,Fuel reimbursement
EXP-20240822-002,REP-019,2024-08-22,Travel,945,true,true,Auto to clinic
EXP-20240824-002,REP-019,2024-08-24,Food,319,true,true,Coffee meeting
EXP-20240827-002,REP-019,2024-08-27,Travel,619,true,true,Fuel reimbursement
EXP-20240830-002,REP-019,2024-08-30,Lodging,1537,true,true,Guest house — 2 nights
EXP-20240909-001,REP-019,2024-09-09,Samples,515,true,true,Product samples drop
EXP-20240919-001,REP-019,2024-09-19,Travel,995,true,true,Auto to clinic
EXP-20240921-002,REP-019,2024-09-21,Samples,771,true,true,Sample packs for HCP
EXP-20240924-002,REP-019,2024-09-24,Travel,1197,true,true,Cab to hospital
EXP-20241002-003,REP-019,2024-10-02,Food,333,true,true,Dinner with HCP
EXP-20241006-001,REP-019,2024-10-06,Travel,1290,false,false,Cab to hospital
EXP-20241006-002,REP-019,2024-10-06,Travel,1122,true,true,Cab to hospital
EXP-20241012-004,REP-019,2024-10-12,Samples,803,true,true,Product samples drop
EXP-20241024-002,REP-019,2024-10-24,Food,375,true,true,Coffee meeting
EXP-20241030-002,REP-019,2024-10-30,Food,598,true,true,Working lunch
EXP-20241025-001,REP-019,2024-10-25,Mobile,228,true,true,Roaming charges
EXP-20241102-003,REP-019,2024-11-02,Food,795,false,true,Dinner with HCP
EXP-20241101-001,REP-019,2024-11-01,Travel,927,true,true,Fuel reimbursement
EXP-20241109-001,REP-019,2024-11-09,Travel,1496,true,true,Train ticket
EXP-20241120-002,REP-019,2024-11-20,Samples,782,true,true,Product samples drop
EXP-20241128-003,REP-019,2024-11-28,Lodging,3066,true,true,Hotel stay — field trip
EXP-20241201-005,REP-019,2024-12-01,Samples,1126,true,true,Demo kit refill
EXP-20241203-001,REP-019,2024-12-03,Mobile,147,true,true,Mobile bill
EXP-20241211-001,REP-019,2024-12-11,Samples,785,true,true,Product samples drop
EXP-20241207-002,REP-019,2024-12-07,Travel,1009,true,true,Train ticket
EXP-20241217-002,REP-019,2024-12-17,Travel,621,true,true,Cab to hospital
EXP-20241221-002,REP-019,2024-12-21,Lodging,3927,true,true,Guest house — 2 nights
EXP-20241221-003,REP-019,2024-12-21,Food,209,true,true,Team lunch with HCP
EXP-20241227-002,REP-019,2024-12-27,Travel,611,true,true,Train ticket
EXP-20230522-004,REP-020,2023-05-22,Travel,366,true,true,Auto to clinic
EXP-20230525-003,REP-020,2023-05-25,Travel,604,true,true,Auto to clinic
EXP-20230602-001,REP-020,2023-06-02,Conference,3029,true,true,Doctor meet sponsorship
EXP-20230528-001,REP-020,2023-05-28,Lodging,3209,true,true,Guest house — 2 nights
EXP-20230606-003,REP-020,2023-06-06,Lodging,1877,true,true,Lodging — outstation visit
EXP-20230610-003,REP-020,2023-06-10,Samples,1400,true,true,Sample packs for HCP
EXP-20230615-002,REP-020,2023-06-15,Travel,604,true,true,Auto to clinic
EXP-20230614-001,REP-020,2023-06-14,Food,275,true,true,Team lunch with HCP
EXP-20230623-001,REP-020,2023-06-23,Travel,1683,true,false,Auto to clinic
EXP-20230628-003,REP-020,2023-06-28,Food,799,true,true,Team lunch with HCP
EXP-20230701-004,REP-020,2023-07-01,Travel,1340,false,true,Fuel reimbursement
EXP-20230706-001,REP-020,2023-07-06,Travel,1332,true,true,Train ticket
EXP-20230714-002,REP-020,2023-07-14,Lodging,2896,true,true,Lodging — outstation visit
EXP-20230714-003,REP-020,2023-07-14,Food,798,true,true,Snacks for meeting
EXP-20230720-003,REP-020,2023-07-20,Food,439,true,true,Snacks for meeting
EXP-20230723-001,REP-020,2023-07-23,Samples,1068,true,true,Product samples drop
EXP-20230805-002,REP-020,2023-08-05,Samples,1255,true,true,Sample packs for HCP
EXP-20230730-004,REP-020,2023-07-30,Travel,1062,true,true,Cab to hospital
EXP-20230812-004,REP-020,2023-08-12,Travel,1147,true,true,Fuel reimbursement
EXP-20230809-003,REP-020,2023-08-09,Mobile,723,false,true,Mobile bill
EXP-20230815-002,REP-020,2023-08-15,Food,732,true,true,Coffee meeting
EXP-20230813-003,REP-020,2023-08-13,Samples,173,true,true,Demo kit refill
EXP-20230825-002,REP-020,2023-08-25,Lodging,3369,true,true,Lodging — outstation visit
EXP-20230828-002,REP-020,2023-08-28,Travel,1997,true,true,Cab to hospital
EXP-20230829-004,REP-020,2023-08-29,Travel,1434,true,true,Bus fare
EXP-20230905-002,REP-020,2023-09-05,Food,258,true,true,Dinner with HCP
EXP-20230912-002,REP-020,2023-09-12,Travel,558,true,true,Train ticket
EXP-20230921-001,REP-020,2023-09-21,Travel,1786,true,true,Train ticket
EXP-20230929-004,REP-020,2023-09-29,Samples,1290,true,true,Demo kit refill
EXP-20231005-001,REP-020,2023-10-05,Travel,1697,true,true,Fuel reimbursement
EXP-20231001-003,REP-020,2023-10-01,Travel,1572,true,true,Cab to hospital
EXP-20231011-003,REP-020,2023-10-11,Travel,327,true,true,Train ticket
EXP-20231013-003,REP-020,2023-10-13,Travel,839,true,true,Train ticket
EXP-20231015-001,REP-020,2023-10-15,Travel,1728,false,true,Fuel reimbursement
EXP-20231024-002,REP-020,2023-10-24,Samples,848,true,true,Product samples drop
EXP-20231103-001,REP-020,2023-11-03,Travel,827,true,true,Cab to hospital
EXP-20231102-003,REP-020,2023-11-02,Other,1015,true,true,Stationery
EXP-20231106-002,REP-020,2023-11-06,Mobile,520,true,true,Mobile bill
EXP-20231111-001,REP-020,2023-11-11,Travel,319,true,false,Auto to clinic
EXP-20231112-002,REP-020,2023-11-12,Food,461,true,true,Team lunch with HCP
EXP-20231117-004,REP-020,2023-11-17,Food,200,true,true,Snacks for meeting
EXP-20231125-002,REP-020,2023-11-25,Travel,1691,true,true,Train ticket
EXP-20231128-002,REP-020,2023-11-28,Travel,1245,true,true,Auto to clinic
EXP-20231203-001,REP-020,2023-12-03,Travel,1561,true,true,Cab to hospital
EXP-20231208-001,REP-020,2023-12-08,Travel,1834,true,true,Auto to clinic
EXP-20231211-001,REP-020,2023-12-11,Travel,1357,true,true,Auto to clinic
EXP-20231215-003,REP-020,2023-12-15,Travel,1958,true,true,Bus fare
EXP-20231223-002,REP-020,2023-12-23,Travel,1958,true,true,Fuel reimbursement
EXP-20231220-002,REP-020,2023-12-20,Travel,1350,false,true,Bus fare
EXP-20231225-003,REP-020,2023-12-25,Travel,1990,true,true,Fuel reimbursement
EXP-20240104-001,REP-020,2024-01-04,Travel,1470,false,true,Train ticket
EXP-20240107-001,REP-020,2024-01-07,Travel,884,true,true,Train ticket
EXP-20240107-002,REP-020,2024-01-07,Mobile,116,true,true,Roaming charges
EXP-20240120-002,REP-020,2024-01-20,Food,382,true,true,Snacks for meeting
EXP-20240118-002,REP-020,2024-01-18,Other,1602,true,true,Printing materials
EXP-20240125-002,REP-020,2024-01-25,Travel,881,true,false,Train ticket
EXP-20240202-004,REP-020,2024-02-02,Mobile,302,true,true,Roaming charges
